Mkt Al,Orig,Dest,Date,Year,Month,Flights,Seats,ASMs
AA,ABE,CLT,2018-01-01,2018,1,62,4712,2261760
AA,ABE,CLT,2018-02-01,2018,2,56,4256,2042880
AA,ABE,CLT,2018-03-01,2018,3,62,4712,2261760
AA,ABE,CLT,2018-04-01,2018,4,84,6384,3064320
AA,ABE,CLT,2018-05-01,2018,5,93,7016,3367680
AA,ABE,CLT,2018-06-01,2018,6,86,6523,3131040
AA,ABE,CLT,2018-07-01,2018,7,87,6612,3173760
AA,ABE,CLT,2018-08-01,2018,8,89,6764,3246720
AA,ABE,CLT,2018-09-01,2018,9,84,6384,3064320
AA,ABE,CLT,2018-10-01,2018,10,88,6688,3210240
AA,ABE,CLT,2018-11-01,2018,11,83,6308,3027840
AA,ABE,CLT,2018-12-01,2018,12,81,6156,2954880
AA,ABE,PHL,2018-01-01,2018,1,62,3100,170500
AA,ABE,PHL,2018-02-01,2018,2,55,2750,151250
AA,ABE,PHL,2018-03-01,2018,3,62,3100,170500
AA,ABE,PHL,2018-04-01,2018,4,84,4200,231000
AA,ABE,PHL,2018-05-01,2018,5,87,4350,239250
AA,ABE,PHL,2018-06-01,2018,6,106,5300,291500
AA,ABE,PHL,2018-07-01,2018,7,110,5500,302500
AA,ABE,PHL,2018-08-01,2018,8,96,4800,264000
AA,ABE,PHL,2018-09-01,2018,9,59,2950,162250
AA,ABE,PHL,2018-10-01,2018,10,62,3100,170500
AA,ABE,PHL,2018-11-01,2018,11,80,4000,220000
AA,ABE,PHL,2018-12-01,2018,12,79,3950,217250
AA,ABI,DFW,2018-01-01,2018,1,169,7622,1196654
AA,ABI,DFW,2018-02-01,2018,2,143,6532,1025524
AA,ABI,DFW,2018-03-01,2018,3,145,6584,1033688
AA,ABI,DFW,2018-04-01,2018,4,172,8096,1271072
AA,ABI,DFW,2018-05-01,2018,5,177,8532,1339524
AA,ABI,DFW,2018-06-01,2018,6,170,7900,1240300
AA,ABI,DFW,2018-07-01,2018,7,174,7980,1252860
AA,ABI,DFW,2018-08-01,2018,8,181,8222,1290854
AA,ABI,DFW,2018-09-01,2018,9,169,7760,1218320
AA,ABI,DFW,2018-10-01,2018,10,177,8298,1302786
AA,ABI,DFW,2018-11-01,2018,11,169,7934,1245638
AA,ABI,DFW,2018-12-01,2018,12,176,8194,1286458
AA,ABQ,DFW,2018-01-01,2018,1,223,26104,14853176
AA,ABQ,DFW,2018-02-01,2018,2,204,24840,14133960
AA,ABQ,DFW,2018-03-01,2018,3,234,29444,16753636
AA,ABQ,DFW,2018-04-01,2018,4,228,29216,16623904
AA,ABQ,DFW,2018-05-01,2018,5,241,31008,17643552
AA,ABQ,DFW,2018-06-01,2018,6,235,31620,17991780
AA,ABQ,DFW,2018-07-01,2018,7,236,32140,18287660
AA,ABQ,DFW,2018-08-01,2018,8,242,32976,18763344
AA,ABQ,DFW,2018-09-01,2018,9,227,31640,18003160
AA,ABQ,DFW,2018-10-01,2018,10,238,33176,18877144
AA,ABQ,DFW,2018-11-01,2018,11,224,30736,17488784
AA,ABQ,DFW,2018-12-01,2018,12,223,30892,17577548
AA,ABQ,LAX,2018-01-01,2018,1,93,7068,4785036
AA,ABQ,LAX,2018-02-01,2018,2,84,6384,4321968
AA,ABQ,LAX,2018-03-01,2018,3,93,7068,4785036
AA,ABQ,LAX,2018-04-01,2018,4,90,6840,4630680
AA,ABQ,LAX,2018-05-01,2018,5,93,7068,4785036
AA,ABQ,LAX,2018-06-01,2018,6,91,6790,4596830
AA,ABQ,LAX,2018-07-01,2018,7,93,6906,4675362
AA,ABQ,LAX,2018-08-01,2018,8,93,6966,4715982
AA,ABQ,LAX,2018-09-01,2018,9,90,6840,4630680
AA,ABQ,LAX,2018-10-01,2018,10,93,7068,4785036
AA,ABQ,LAX,2018-11-01,2018,11,112,8512,5762624
AA,ABQ,LAX,2018-12-01,2018,12,115,8740,5916980
AA,ABQ,ORD,2018-01-01,2018,1,58,6661,7446998
AA,ABQ,ORD,2018-02-01,2018,2,54,6118,6839924
AA,ABQ,ORD,2018-03-01,2018,3,62,6913,7728734
AA,ABQ,ORD,2018-04-01,2018,4,60,9406,10515908
AA,ABQ,ORD,2018-05-01,2018,5,62,9532,10656776
AA,ABQ,ORD,2018-06-01,2018,6,60,9115,10190570
AA,ABQ,ORD,2018-07-01,2018,7,60,9212,10299016
AA,ABQ,ORD,2018-08-01,2018,8,60,9212,10299016
AA,ABQ,ORD,2018-09-01,2018,9,55,8315,9296170
AA,ABQ,ORD,2018-10-01,2018,10,57,8732,9762376
AA,ABQ,ORD,2018-11-01,2018,11,52,7938,8874684
AA,ABQ,ORD,2018-12-01,2018,12,43,5360,5992480
AA,ABQ,PHX,2018-01-01,2018,1,152,11372,3730016
AA,ABQ,PHX,2018-02-01,2018,2,127,10238,3358064
AA,ABQ,PHX,2018-03-01,2018,3,132,11644,3819232
AA,ABQ,PHX,2018-04-01,2018,4,144,10718,3515504
AA,ABQ,PHX,2018-05-01,2018,5,158,11636,3816608
AA,ABQ,PHX,2018-06-01,2018,6,126,9360,3070080
AA,ABQ,PHX,2018-07-01,2018,7,150,11214,3678192
AA,ABQ,PHX,2018-08-01,2018,8,125,9380,3076640
AA,ABQ,PHX,2018-09-01,2018,9,110,8360,2742080
AA,ABQ,PHX,2018-10-01,2018,10,122,10614,3481392
AA,ABQ,PHX,2018-11-01,2018,11,137,10412,3415136
AA,ABQ,PHX,2018-12-01,2018,12,148,11122,3648016
AA,ACK,CLT,2018-06-01,2018,6,2,152,109896
AA,ACK,CLT,2018-07-01,2018,7,4,304,219792
AA,ACK,CLT,2018-08-01,2018,8,4,304,219792
AA,ACK,CLT,2018-09-01,2018,9,1,76,54948
AA,ACK,DCA,2018-06-01,2018,6,17,1292,523260
AA,ACK,DCA,2018-07-01,2018,7,53,4028,1631340
AA,ACK,DCA,2018-08-01,2018,8,45,3420,1385100
AA,ACK,DCA,2018-09-01,2018,9,6,456,184680
AA,ACK,LGA,2018-06-01,2018,6,5,380,76760
AA,ACK,LGA,2018-07-01,2018,7,13,988,199576
AA,ACK,LGA,2018-08-01,2018,8,13,988,199576
AA,ACK,LGA,2018-09-01,2018,9,2,152,30704
AA,ACT,DFW,2018-01-01,2018,1,111,4884,434676
AA,ACT,DFW,2018-02-01,2018,2,104,4576,407264
AA,ACT,DFW,2018-03-01,2018,3,119,5236,466004
AA,ACT,DFW,2018-04-01,2018,4,134,5998,533822
AA,ACT,DFW,2018-05-01,2018,5,146,7072,629408
AA,ACT,DFW,2018-06-01,2018,6,145,6524,580636
AA,ACT,DFW,2018-07-01,2018,7,146,6424,571736
AA,ACT,DFW,2018-08-01,2018,8,148,6578,585442
AA,ACT,DFW,2018-09-01,2018,9,135,6120,544680
AA,ACT,DFW,2018-10-01,2018,10,142,6434,572626
AA,ACT,DFW,2018-11-01,2018,11,136,6182,550198
AA,ACT,DFW,2018-12-01,2018,12,127,5714,508546
AA,AEX,DFW,2018-01-01,2018,1,89,4366,1244310
AA,AEX,DFW,2018-02-01,2018,2,79,3950,1125750
AA,AEX,DFW,2018-03-01,2018,3,88,3926,1118910
AA,AEX,DFW,2018-04-01,2018,4,86,4120,1174200
AA,AEX,DFW,2018-05-01,2018,5,89,4432,1263120
AA,AEX,DFW,2018-06-01,2018,6,89,4018,1145130
AA,AEX,DFW,2018-07-01,2018,7,89,3916,1116060
AA,AEX,DFW,2018-08-01,2018,8,93,4104,1169640
AA,AEX,DFW,2018-09-01,2018,9,89,3952,1126320
AA,AEX,DFW,2018-10-01,2018,10,92,4072,1160520
AA,AEX,DFW,2018-11-01,2018,11,87,3846,1096110
AA,AEX,DFW,2018-12-01,2018,12,90,3978,1133730
AA,AGS,CLT,2018-01-01,2018,1,180,9367,1311380
AA,AGS,CLT,2018-02-01,2018,2,175,9855,1379700
AA,AGS,CLT,2018-03-01,2018,3,217,12862,1800680
AA,AGS,CLT,2018-04-01,2018,4,189,12009,1681260
AA,AGS,CLT,2018-05-01,2018,5,214,14470,2025800
AA,AGS,CLT,2018-06-01,2018,6,185,10303,1442420
AA,AGS,CLT,2018-07-01,2018,7,182,9477,1326780
AA,AGS,CLT,2018-08-01,2018,8,186,9963,1394820
AA,AGS,CLT,2018-09-01,2018,9,178,10291,1440740
AA,AGS,CLT,2018-10-01,2018,10,185,10914,1527960
AA,AGS,CLT,2018-11-01,2018,11,177,10634,1488760
AA,AGS,CLT,2018-12-01,2018,12,176,10783,1509620
AA,AGS,DCA,2018-04-01,2018,4,15,945,442260
AA,AGS,DFW,2018-04-01,2018,4,9,684,597816
AA,AGS,LGA,2018-04-01,2018,4,9,684,463752
AA,AGS,ORD,2018-04-01,2018,4,7,441,298557
AA,AGS,PHL,2018-04-01,2018,4,8,582,339306
AA,AGU,DFW,2018-01-01,2018,1,62,3490,2882740
AA,AGU,DFW,2018-02-01,2018,2,56,2800,2312800
AA,AGU,DFW,2018-03-01,2018,3,62,3100,2560600
AA,AGU,DFW,2018-04-01,2018,4,60,3000,2478000
AA,AGU,DFW,2018-05-01,2018,5,62,3100,2560600
AA,AGU,DFW,2018-06-01,2018,6,60,3000,2478000
AA,AGU,DFW,2018-07-01,2018,7,62,3100,2560600
AA,AGU,DFW,2018-08-01,2018,8,62,3100,2560600
AA,AGU,DFW,2018-09-01,2018,9,60,3000,2478000
AA,AGU,DFW,2018-10-01,2018,10,62,3100,2560600
AA,AGU,DFW,2018-11-01,2018,11,60,3000,2478000
AA,AGU,DFW,2018-12-01,2018,12,70,3452,2851352
AA,AKL,LAX,2018-01-01,2018,1,31,8835,57462840
AA,AKL,LAX,2018-02-01,2018,2,28,7980,51901920
AA,AKL,LAX,2018-03-01,2018,3,24,6840,44487360
AA,AKL,LAX,2018-10-01,2018,10,2,570,3707280
AA,AKL,LAX,2018-11-01,2018,11,30,8550,55609200
AA,AKL,LAX,2018-12-01,2018,12,31,8835,57462840
AA,ALB,CLT,2018-01-01,2018,1,79,10074,6497730
AA,ALB,CLT,2018-02-01,2018,2,78,9937,6409365
AA,ALB,CLT,2018-03-01,2018,3,93,12561,8101845
AA,ALB,CLT,2018-04-01,2018,4,82,10383,6697035
AA,ALB,CLT,2018-05-01,2018,5,86,11514,7426530
AA,ALB,CLT,2018-06-01,2018,6,86,11438,7377510
AA,ALB,CLT,2018-07-01,2018,7,87,11588,7474260
AA,ALB,CLT,2018-08-01,2018,8,91,11824,7626480
AA,ALB,CLT,2018-09-01,2018,9,84,10752,6935040
AA,ALB,CLT,2018-10-01,2018,10,88,11264,7265280
AA,ALB,CLT,2018-11-01,2018,11,84,10774,6949230
AA,ALB,CLT,2018-12-01,2018,12,80,10284,6633180
AA,ALB,DCA,2018-01-01,2018,1,133,7313,2325534
AA,ALB,DCA,2018-02-01,2018,2,112,6224,1979232
AA,ALB,DCA,2018-03-01,2018,3,110,6189,1968102
AA,ALB,DCA,2018-04-01,2018,4,115,7219,2295642
AA,ALB,DCA,2018-05-01,2018,5,119,8576,2727168
AA,ALB,DCA,2018-06-01,2018,6,115,6933,2204694
AA,ALB,DCA,2018-07-01,2018,7,116,5982,1902276
AA,ALB,DCA,2018-08-01,2018,8,119,6028,1916904
AA,ALB,DCA,2018-09-01,2018,9,112,5600,1780800
AA,ALB,DCA,2018-10-01,2018,10,119,5950,1892100
AA,ALB,DCA,2018-11-01,2018,11,110,5500,1749000
AA,ALB,DCA,2018-12-01,2018,12,107,5350,1701300
AA,ALB,ORD,2018-01-01,2018,1,61,4441,3210843
AA,ALB,ORD,2018-02-01,2018,2,56,4256,3077088
AA,ALB,ORD,2018-03-01,2018,3,62,4712,3406776
AA,ALB,ORD,2018-04-01,2018,4,60,3845,2779935
AA,ALB,ORD,2018-05-01,2018,5,62,3906,2824038
AA,ALB,ORD,2018-06-01,2018,6,60,3780,2732940
AA,ALB,ORD,2018-07-01,2018,7,61,3843,2778489
AA,ALB,ORD,2018-08-01,2018,8,62,3906,2824038
AA,ALB,ORD,2018-09-01,2018,9,60,3780,2732940
AA,ALB,ORD,2018-10-01,2018,10,90,5670,4099410
AA,ALB,ORD,2018-11-01,2018,11,84,5412,3912876
AA,ALB,ORD,2018-12-01,2018,12,76,4940,3571620
AA,ALB,PHL,2018-01-01,2018,1,154,9494,2012728
AA,ALB,PHL,2018-02-01,2018,2,139,9004,1908848
AA,ALB,PHL,2018-03-01,2018,3,155,10740,2276880
AA,ALB,PHL,2018-04-01,2018,4,171,10162,2154344
AA,ALB,PHL,2018-05-01,2018,5,174,10286,2180632
AA,ALB,PHL,2018-06-01,2018,6,171,10006,2121272
AA,ALB,PHL,2018-07-01,2018,7,172,10056,2131872
AA,ALB,PHL,2018-08-01,2018,8,167,9312,1974144
AA,ALB,PHL,2018-09-01,2018,9,140,7000,1484000
AA,ALB,PHL,2018-10-01,2018,10,147,7350,1558200
AA,ALB,PHL,2018-11-01,2018,11,159,7950,1685400
AA,ALB,PHL,2018-12-01,2018,12,162,8100,1717200
AA,ALO,ORD,2018-01-01,2018,1,58,2900,678600
AA,ALO,ORD,2018-02-01,2018,2,52,2600,608400
AA,ALO,ORD,2018-03-01,2018,3,57,2850,666900
AA,ALO,ORD,2018-04-01,2018,4,56,2800,655200
AA,ALO,ORD,2018-05-01,2018,5,58,2900,678600
AA,ALO,ORD,2018-06-01,2018,6,55,2750,643500
AA,ALO,ORD,2018-07-01,2018,7,56,2800,655200
AA,ALO,ORD,2018-08-01,2018,8,58,2900,678600
AA,ALO,ORD,2018-09-01,2018,9,55,2750,643500
AA,ALO,ORD,2018-10-01,2018,10,58,2900,678600
AA,ALO,ORD,2018-11-01,2018,11,55,2750,643500
AA,ALO,ORD,2018-12-01,2018,12,59,2950,690300
AA,AMA,DFW,2018-01-01,2018,1,173,13094,4098422
AA,AMA,DFW,2018-02-01,2018,2,155,11780,3687140
AA,AMA,DFW,2018-03-01,2018,3,176,13376,4186688
AA,AMA,DFW,2018-04-01,2018,4,174,13224,4139112
AA,AMA,DFW,2018-05-01,2018,5,208,15080,4720040
AA,AMA,DFW,2018-06-01,2018,6,209,15728,4922864
AA,AMA,DFW,2018-07-01,2018,7,212,16112,5043056
AA,AMA,DFW,2018-08-01,2018,8,214,16004,5009252
AA,AMA,DFW,2018-09-01,2018,9,195,14038,4393894
AA,AMA,DFW,2018-10-01,2018,10,196,14288,4472144
AA,AMA,DFW,2018-11-01,2018,11,193,14604,4571052
AA,AMA,DFW,2018-12-01,2018,12,184,13984,4376992
AA,AMA,PHX,2018-04-01,2018,4,27,2052,1233252
AA,AMA,PHX,2018-05-01,2018,5,31,2356,1415956
AA,AMA,PHX,2018-06-01,2018,6,30,2280,1370280
AA,AMA,PHX,2018-07-01,2018,7,31,2356,1415956
AA,AMA,PHX,2018-08-01,2018,8,31,2356,1415956
AA,AMA,PHX,2018-09-01,2018,9,30,2280,1370280
AA,AMA,PHX,2018-10-01,2018,10,31,2356,1415956
AA,AMA,PHX,2018-11-01,2018,11,30,2280,1370280
AA,AMA,PHX,2018-12-01,2018,12,30,2280,1370280
AA,AMS,DFW,2018-05-01,2018,5,27,7371,36272691
AA,AMS,DFW,2018-06-01,2018,6,30,8190,40302990
AA,AMS,DFW,2018-07-01,2018,7,31,8463,41646423
AA,AMS,DFW,2018-08-01,2018,8,31,8463,41646423
AA,AMS,DFW,2018-09-01,2018,9,30,8190,40302990
AA,AMS,PHL,2018-01-01,2018,1,24,4224,15785088
AA,AMS,PHL,2018-02-01,2018,2,21,3696,13811952
AA,AMS,PHL,2018-03-01,2018,3,30,5511,20594607
AA,AMS,PHL,2018-04-01,2018,4,27,5643,21087891
AA,AMS,PHL,2018-05-01,2018,5,31,5588,20882356
AA,AMS,PHL,2018-06-01,2018,6,30,6039,22567743
AA,AMS,PHL,2018-07-01,2018,7,31,6479,24212023
AA,AMS,PHL,2018-08-01,2018,8,31,6479,24212023
AA,AMS,PHL,2018-09-01,2018,9,30,6270,23430990
AA,AMS,PHL,2018-10-01,2018,10,30,6270,23430990
AA,AMS,PHL,2018-11-01,2018,11,25,5225,19525825
AA,AMS,PHL,2018-12-01,2018,12,27,5643,21087891
AA,ANC,DFW,2018-06-01,2018,6,24,4224,12849408
AA,ANC,DFW,2018-07-01,2018,7,31,5456,16597152
AA,ANC,DFW,2018-08-01,2018,8,31,5456,16597152
AA,ANC,DFW,2018-09-01,2018,9,30,5280,16061760
AA,ANC,DFW,2018-10-01,2018,10,3,528,1606176
AA,ANC,LAX,2018-06-01,2018,6,18,2880,6753600
AA,ANC,LAX,2018-07-01,2018,7,22,3520,8254400
AA,ANC,LAX,2018-08-01,2018,8,15,2400,5628000
AA,ANC,PHX,2018-06-01,2018,6,23,3680,9387680
AA,ANC,PHX,2018-07-01,2018,7,31,4960,12652960
AA,ANC,PHX,2018-08-01,2018,8,21,3360,8571360
AA,ANU,CLT,2018-01-01,2018,1,4,512,878080
AA,ANU,CLT,2018-02-01,2018,2,4,512,878080
AA,ANU,CLT,2018-03-01,2018,3,5,640,1097600
AA,ANU,CLT,2018-04-01,2018,4,4,512,878080
AA,ANU,CLT,2018-05-01,2018,5,4,512,878080
AA,ANU,CLT,2018-06-01,2018,6,5,640,1097600
AA,ANU,CLT,2018-07-01,2018,7,4,512,878080
AA,ANU,CLT,2018-08-01,2018,8,3,384,658560
AA,ANU,CLT,2018-11-01,2018,11,3,450,771750
AA,ANU,CLT,2018-12-01,2018,12,5,750,1286250
AA,ANU,JFK,2018-01-01,2018,1,20,3200,5664000
AA,ANU,JFK,2018-02-01,2018,2,22,3520,6230400
AA,ANU,JFK,2018-03-01,2018,3,31,4960,8779200
AA,ANU,JFK,2018-04-01,2018,4,22,3520,6230400
AA,ANU,JFK,2018-05-01,2018,5,21,3360,5947200
AA,ANU,JFK,2018-06-01,2018,6,22,3520,6230400
AA,ANU,JFK,2018-07-01,2018,7,29,4640,8212800
AA,ANU,JFK,2018-08-01,2018,8,21,3360,5947200
AA,ANU,JFK,2018-09-01,2018,9,5,800,1416000
AA,ANU,JFK,2018-10-01,2018,10,4,640,1132800
AA,ANU,JFK,2018-11-01,2018,11,4,640,1132800
AA,ANU,JFK,2018-12-01,2018,12,16,2560,4531200
AA,ANU,MIA,2018-01-01,2018,1,31,5611,7462630
AA,ANU,MIA,2018-02-01,2018,2,28,5068,6740440
AA,ANU,MIA,2018-03-01,2018,3,31,5611,7462630
AA,ANU,MIA,2018-04-01,2018,4,30,4842,6439860
AA,ANU,MIA,2018-05-01,2018,5,31,4960,6596800
AA,ANU,MIA,2018-06-01,2018,6,30,4800,6384000
AA,ANU,MIA,2018-07-01,2018,7,31,4960,6596800
AA,ANU,MIA,2018-08-01,2018,8,31,5284,7027720
AA,ANU,MIA,2018-09-01,2018,9,30,5160,6862800
AA,ANU,MIA,2018-10-01,2018,10,31,5332,7091560
AA,ANU,MIA,2018-11-01,2018,11,30,5160,6862800
AA,ANU,MIA,2018-12-01,2018,12,43,7396,9836680
AA,ART,PHL,2018-01-01,2018,1,62,3100,889700
AA,ART,PHL,2018-02-01,2018,2,56,2800,803600
AA,ART,PHL,2018-03-01,2018,3,62,3100,889700
AA,ART,PHL,2018-04-01,2018,4,60,3000,861000
AA,ART,PHL,2018-05-01,2018,5,60,3000,861000
AA,ART,PHL,2018-06-01,2018,6,60,3000,861000
AA,ART,PHL,2018-07-01,2018,7,62,3100,889700
AA,ART,PHL,2018-08-01,2018,8,62,3100,889700
AA,ART,PHL,2018-09-01,2018,9,60,3000,861000
AA,ART,PHL,2018-10-01,2018,10,62,3100,889700
AA,ART,PHL,2018-11-01,2018,11,58,2900,832300
AA,ART,PHL,2018-12-01,2018,12,62,3100,889700
AA,ASE,DFW,2018-01-01,2018,1,100,7000,4907000
AA,ASE,DFW,2018-02-01,2018,2,98,6860,4808860
AA,ASE,DFW,2018-03-01,2018,3,124,8680,6084680
AA,ASE,DFW,2018-04-01,2018,4,36,2520,1766520
AA,ASE,DFW,2018-05-01,2018,5,31,2170,1521170
AA,ASE,DFW,2018-06-01,2018,6,30,2100,1472100
AA,ASE,DFW,2018-07-01,2018,7,29,2030,1423030
AA,ASE,DFW,2018-08-01,2018,8,31,2170,1521170
AA,ASE,DFW,2018-09-01,2018,9,30,2100,1472100
AA,ASE,DFW,2018-10-01,2018,10,31,2030,1423030
AA,ASE,DFW,2018-11-01,2018,11,39,2535,1777035
AA,ASE,DFW,2018-12-01,2018,12,69,4485,3143985
AA,ASE,LAX,2018-01-01,2018,1,31,2170,1599290
AA,ASE,LAX,2018-02-01,2018,2,28,1960,1444520
AA,ASE,LAX,2018-03-01,2018,3,31,2170,1599290
AA,ASE,LAX,2018-04-01,2018,4,2,140,103180
AA,ASE,LAX,2018-06-01,2018,6,28,1960,1444520
AA,ASE,LAX,2018-07-01,2018,7,35,2450,1805650
AA,ASE,LAX,2018-08-01,2018,8,23,1610,1186570
AA,ASE,LAX,2018-12-01,2018,12,26,1820,1341340
AA,ASE,ORD,2018-01-01,2018,1,44,3080,3120040
AA,ASE,ORD,2018-02-01,2018,2,36,2520,2552760
AA,ASE,ORD,2018-03-01,2018,3,40,2800,2836400
AA,ASE,ORD,2018-04-01,2018,4,3,210,212730
AA,ASE,ORD,2018-06-01,2018,6,28,1960,1985480
AA,ASE,ORD,2018-07-01,2018,7,35,2450,2481850
AA,ASE,ORD,2018-08-01,2018,8,35,2450,2481850
AA,ASE,ORD,2018-09-01,2018,9,35,2450,2481850
AA,ASE,ORD,2018-10-01,2018,10,3,210,212730
AA,ASE,ORD,2018-12-01,2018,12,25,1750,1772750
AA,ASE,PHX,2018-01-01,2018,1,23,1610,790510
AA,ASE,PHX,2018-02-01,2018,2,24,1680,824880
AA,ASE,PHX,2018-03-01,2018,3,31,2170,1065470
AA,ASE,PHX,2018-04-01,2018,4,2,140,68740
AA,ASE,PHX,2018-12-01,2018,12,13,910,446810
AA,ATH,PHL,2018-05-01,2018,5,27,7857,39559995
AA,ATH,PHL,2018-06-01,2018,6,30,8730,43955550
AA,ATH,PHL,2018-07-01,2018,7,31,9021,45420735
AA,ATH,PHL,2018-08-01,2018,8,31,9021,45420735
AA,ATH,PHL,2018-09-01,2018,9,30,8730,43955550
AA,ATH,PHL,2018-10-01,2018,10,28,8148,41025180
AA,ATL,CLT,2018-01-01,2018,1,252,28421,6451567
AA,ATL,CLT,2018-02-01,2018,2,226,25358,5756266
AA,ATL,CLT,2018-03-01,2018,3,256,28493,6467911
AA,ATL,CLT,2018-04-01,2018,4,257,29160,6619320
AA,ATL,CLT,2018-05-01,2018,5,263,29691,6739857
AA,ATL,CLT,2018-06-01,2018,6,251,28225,6407075
AA,ATL,CLT,2018-07-01,2018,7,254,28200,6401400
AA,ATL,CLT,2018-08-01,2018,8,259,29333,6658591
AA,ATL,CLT,2018-09-01,2018,9,243,28126,6384602
AA,ATL,CLT,2018-10-01,2018,10,258,29822,6769594
AA,ATL,CLT,2018-11-01,2018,11,245,28492,6467684
AA,ATL,CLT,2018-12-01,2018,12,237,27590,6262930
AA,ATL,DCA,2018-01-01,2018,1,128,9728,5321216
AA,ATL,DCA,2018-02-01,2018,2,128,9728,5321216
AA,ATL,DCA,2018-03-01,2018,3,141,10716,5861652
AA,ATL,DCA,2018-04-01,2018,4,137,10152,5553144
AA,ATL,DCA,2018-05-01,2018,5,136,10050,5497350
AA,ATL,DCA,2018-06-01,2018,6,134,9872,5399984
AA,ATL,DCA,2018-07-01,2018,7,135,9909,5420223
AA,ATL,DCA,2018-08-01,2018,8,143,10517,5752799
AA,ATL,DCA,2018-09-01,2018,9,130,9568,5233696
AA,ATL,DCA,2018-10-01,2018,10,141,10365,5669655
AA,ATL,DCA,2018-11-01,2018,11,130,9591,5246277
AA,ATL,DCA,2018-12-01,2018,12,125,9310,5092570
AA,ATL,DFW,2018-01-01,2018,1,234,35779,26190228
AA,ATL,DFW,2018-02-01,2018,2,214,32900,24082800
AA,ATL,DFW,2018-03-01,2018,3,242,37350,27340200
AA,ATL,DFW,2018-04-01,2018,4,207,33108,24235056
AA,ATL,DFW,2018-05-01,2018,5,229,36806,26941992
AA,ATL,DFW,2018-06-01,2018,6,230,37021,27099372
AA,ATL,DFW,2018-07-01,2018,7,231,37170,27208440
AA,ATL,DFW,2018-08-01,2018,8,217,35021,25635372
AA,ATL,DFW,2018-09-01,2018,9,225,36309,26578188
AA,ATL,DFW,2018-10-01,2018,10,238,38130,27911160
AA,ATL,DFW,2018-11-01,2018,11,225,36018,26365176
AA,ATL,DFW,2018-12-01,2018,12,227,35672,26111904
AA,ATL,LAX,2018-01-01,2018,1,82,13120,25531520
AA,ATL,LAX,2018-02-01,2018,2,82,13120,25531520
AA,ATL,LAX,2018-03-01,2018,3,93,14880,28956480
AA,ATL,LAX,2018-04-01,2018,4,90,14400,28022400
AA,ATL,LAX,2018-05-01,2018,5,93,14880,28956480
AA,ATL,LAX,2018-06-01,2018,6,86,13760,26776960
AA,ATL,LAX,2018-07-01,2018,7,89,14240,27711040
AA,ATL,LAX,2018-08-01,2018,8,90,14400,28022400
AA,ATL,LAX,2018-09-01,2018,9,100,16000,31136000
AA,ATL,LAX,2018-10-01,2018,10,95,15200,29579200
AA,ATL,LAX,2018-11-01,2018,11,87,13920,27088320
AA,ATL,LAX,2018-12-01,2018,12,93,14880,28956480
AA,ATL,LGA,2018-01-01,2018,1,161,13639,10379279
AA,ATL,LGA,2018-02-01,2018,2,153,12916,9829076
AA,ATL,LGA,2018-03-01,2018,3,171,14399,10957639
AA,ATL,LGA,2018-04-01,2018,4,167,14003,10656283
AA,ATL,LGA,2018-05-01,2018,5,168,14194,10801634
AA,ATL,LGA,2018-06-01,2018,6,164,13844,10535284
AA,ATL,LGA,2018-07-01,2018,7,167,14101,10730861
AA,ATL,LGA,2018-08-01,2018,8,174,14650,11148650
AA,ATL,LGA,2018-09-01,2018,9,165,13920,10593120
AA,ATL,LGA,2018-10-01,2018,10,172,14475,11015475
AA,ATL,LGA,2018-11-01,2018,11,162,13669,10402109
AA,ATL,LGA,2018-12-01,2018,12,161,13593,10344273
AA,ATL,MIA,2018-01-01,2018,1,186,20220,12030900
AA,ATL,MIA,2018-02-01,2018,2,168,18592,11062240
AA,ATL,MIA,2018-03-01,2018,3,186,20584,12247480
AA,ATL,MIA,2018-04-01,2018,4,180,19972,11883340
AA,ATL,MIA,2018-05-01,2018,5,186,20584,12247480
AA,ATL,MIA,2018-06-01,2018,6,180,21632,12871040
AA,ATL,MIA,2018-07-01,2018,7,213,25816,15360520
AA,ATL,MIA,2018-08-01,2018,8,190,22456,13361320
AA,ATL,MIA,2018-09-01,2018,9,180,20152,11990440
AA,ATL,MIA,2018-10-01,2018,10,194,24220,14410900
AA,ATL,MIA,2018-11-01,2018,11,187,25149,14963655
AA,ATL,MIA,2018-12-01,2018,12,218,29752,17702440
AA,ATL,ORD,2018-01-01,2018,1,177,19519,11828514
AA,ATL,ORD,2018-02-01,2018,2,144,15454,9365124
AA,ATL,ORD,2018-03-01,2018,3,141,14302,8667012
AA,ATL,ORD,2018-04-01,2018,4,115,15769,9556014
AA,ATL,ORD,2018-05-01,2018,5,169,19862,12036372
AA,ATL,ORD,2018-06-01,2018,6,170,16754,10152924
AA,ATL,ORD,2018-07-01,2018,7,169,18302,11091012
AA,ATL,ORD,2018-08-01,2018,8,172,20512,12430272
AA,ATL,ORD,2018-09-01,2018,9,162,19380,11744280
AA,ATL,ORD,2018-10-01,2018,10,162,20076,12166056
AA,ATL,ORD,2018-11-01,2018,11,157,19572,11860632
AA,ATL,ORD,2018-12-01,2018,12,144,17344,10510464
AA,ATL,PHL,2018-01-01,2018,1,169,16668,11084220
AA,ATL,PHL,2018-02-01,2018,2,153,15721,10454465
AA,ATL,PHL,2018-03-01,2018,3,172,18194,12099010
