Mkt Al,Orig,Dest,Date,Year,Month,Flights,Seats,ASMs
DL,MSP,HND,2018-05-01,2018,5,31,9021,53963622
DL,MSP,HND,2018-06-01,2018,6,30,8730,52222860
DL,MSP,HND,2018-07-01,2018,7,31,9021,53963622
DL,MSP,HND,2018-08-01,2018,8,31,9021,53963622
DL,MSP,HND,2018-09-01,2018,9,30,8730,52222860
DL,MSP,HND,2018-10-01,2018,10,31,9021,53963622
DL,MSP,HND,2018-11-01,2018,11,30,8880,53120160
DL,MSP,HND,2018-12-01,2018,12,31,9176,54890832
DL,MSP,HNL,2018-01-01,2018,1,27,7864,31235808
DL,MSP,HNL,2018-02-01,2018,2,26,7618,30258696
DL,MSP,HNL,2018-03-01,2018,3,31,8754,34770888
DL,MSP,HNL,2018-04-01,2018,4,20,4560,18112320
DL,MSP,HNL,2018-05-01,2018,5,21,4671,18553212
DL,MSP,HNL,2018-06-01,2018,6,28,6328,25134816
DL,MSP,HNL,2018-07-01,2018,7,31,7006,27827832
DL,MSP,HNL,2018-08-01,2018,8,25,5650,22441800
DL,MSP,HNL,2018-11-01,2018,11,9,2619,10402668
DL,MSP,HNL,2018-12-01,2018,12,12,3516,13965552
DL,MSP,HRL,2018-01-01,2018,1,26,1976,2588560
DL,MSP,HRL,2018-02-01,2018,2,24,1824,2389440
DL,MSP,HRL,2018-03-01,2018,3,31,2356,3086360
DL,MSP,HRL,2018-04-01,2018,4,2,152,199120
DL,MSP,HRL,2018-12-01,2018,12,10,760,995600
DL,MSP,IAD,2018-01-01,2018,1,71,5295,4807860
DL,MSP,IAD,2018-02-01,2018,2,65,4744,4307552
DL,MSP,IAD,2018-03-01,2018,3,82,5903,5359924
DL,MSP,IAD,2018-04-01,2018,4,86,6151,5585108
DL,MSP,IAD,2018-05-01,2018,5,88,6324,5742192
DL,MSP,IAD,2018-06-01,2018,6,89,6392,5803936
DL,MSP,IAD,2018-07-01,2018,7,92,7751,7037908
DL,MSP,IAD,2018-08-01,2018,8,91,7902,7175016
DL,MSP,IAD,2018-09-01,2018,9,84,9408,8542464
DL,MSP,IAD,2018-10-01,2018,10,85,9876,8967408
DL,MSP,IAD,2018-11-01,2018,11,74,7952,7220416
DL,MSP,IAD,2018-12-01,2018,12,65,4702,4269416
DL,MSP,IAH,2018-01-01,2018,1,129,10528,10885952
DL,MSP,IAH,2018-02-01,2018,2,118,9271,9586214
DL,MSP,IAH,2018-03-01,2018,3,167,12671,13101814
DL,MSP,IAH,2018-04-01,2018,4,166,12112,12523808
DL,MSP,IAH,2018-05-01,2018,5,166,12434,12856756
DL,MSP,IAH,2018-06-01,2018,6,169,13448,13905232
DL,MSP,IAH,2018-07-01,2018,7,161,12850,13286900
DL,MSP,IAH,2018-08-01,2018,8,158,13448,13905232
DL,MSP,IAH,2018-09-01,2018,9,129,9804,10137336
DL,MSP,IAH,2018-10-01,2018,10,139,10564,10923176
DL,MSP,IAH,2018-11-01,2018,11,131,9679,10008086
DL,MSP,IAH,2018-12-01,2018,12,132,9855,10190070
DL,MSP,ICT,2018-01-01,2018,1,58,3327,1813215
DL,MSP,ICT,2018-02-01,2018,2,52,2847,1551615
DL,MSP,ICT,2018-03-01,2018,3,81,4069,2217605
DL,MSP,ICT,2018-04-01,2018,4,82,4651,2534795
DL,MSP,ICT,2018-05-01,2018,5,84,4789,2610005
DL,MSP,ICT,2018-06-01,2018,6,81,4620,2517900
DL,MSP,ICT,2018-07-01,2018,7,104,5314,2896130
DL,MSP,ICT,2018-08-01,2018,8,110,5500,2997500
DL,MSP,ICT,2018-09-01,2018,9,84,4770,2599650
DL,MSP,ICT,2018-10-01,2018,10,84,4922,2682490
DL,MSP,ICT,2018-11-01,2018,11,75,4377,2385465
DL,MSP,ICT,2018-12-01,2018,12,71,3930,2141850
DL,MSP,IDA,2018-06-01,2018,6,4,304,285456
DL,MSP,IDA,2018-07-01,2018,7,4,304,285456
DL,MSP,IDA,2018-08-01,2018,8,4,304,285456
DL,MSP,IMT,2018-01-01,2018,1,31,1550,398350
DL,MSP,IMT,2018-02-01,2018,2,28,1400,359800
DL,MSP,IMT,2018-03-01,2018,3,31,1550,398350
DL,MSP,IMT,2018-04-01,2018,4,29,1450,372650
DL,MSP,IMT,2018-05-01,2018,5,17,850,218450
DL,MSP,IMT,2018-06-01,2018,6,30,1500,385500
DL,MSP,IMT,2018-07-01,2018,7,31,1550,398350
DL,MSP,IMT,2018-08-01,2018,8,31,1550,398350
DL,MSP,IMT,2018-09-01,2018,9,30,1500,385500
DL,MSP,IMT,2018-10-01,2018,10,31,1550,398350
DL,MSP,IMT,2018-11-01,2018,11,30,1500,385500
DL,MSP,IMT,2018-12-01,2018,12,31,1550,398350
DL,MSP,IND,2018-01-01,2018,1,136,12091,6081773
DL,MSP,IND,2018-02-01,2018,2,127,11214,5640642
DL,MSP,IND,2018-03-01,2018,3,145,12572,6323716
DL,MSP,IND,2018-04-01,2018,4,142,13786,6934358
DL,MSP,IND,2018-05-01,2018,5,146,16353,8225559
DL,MSP,IND,2018-06-01,2018,6,141,16354,8226062
DL,MSP,IND,2018-07-01,2018,7,139,15453,7772859
DL,MSP,IND,2018-08-01,2018,8,147,17213,8658139
DL,MSP,IND,2018-09-01,2018,9,129,17431,8767793
DL,MSP,IND,2018-10-01,2018,10,140,17867,8987101
DL,MSP,IND,2018-11-01,2018,11,132,16338,8218014
DL,MSP,IND,2018-12-01,2018,12,137,13932,7007796
DL,MSP,INL,2018-01-01,2018,1,53,2650,673100
DL,MSP,INL,2018-02-01,2018,2,48,2400,609600
DL,MSP,INL,2018-03-01,2018,3,54,2700,685800
DL,MSP,INL,2018-04-01,2018,4,52,2600,660400
DL,MSP,INL,2018-05-01,2018,5,51,2550,647700
DL,MSP,INL,2018-06-01,2018,6,58,2900,736600
DL,MSP,INL,2018-07-01,2018,7,61,3050,774700
DL,MSP,INL,2018-08-01,2018,8,62,3100,787400
DL,MSP,INL,2018-09-01,2018,9,54,2700,685800
DL,MSP,INL,2018-10-01,2018,10,52,2600,660400
DL,MSP,INL,2018-11-01,2018,11,52,2600,660400
DL,MSP,INL,2018-12-01,2018,12,53,2650,673100
DL,MSP,ISN,2018-01-01,2018,1,57,2850,1556100
DL,MSP,ISN,2018-02-01,2018,2,52,2600,1419600
DL,MSP,ISN,2018-03-01,2018,3,62,3100,1692600
DL,MSP,ISN,2018-04-01,2018,4,60,3000,1638000
DL,MSP,ISN,2018-05-01,2018,5,62,3100,1692600
DL,MSP,ISN,2018-06-01,2018,6,60,3000,1638000
DL,MSP,ISN,2018-07-01,2018,7,62,3100,1692600
DL,MSP,ISN,2018-08-01,2018,8,62,3100,1692600
DL,MSP,ISN,2018-09-01,2018,9,60,3000,1638000
DL,MSP,ISN,2018-10-01,2018,10,62,3100,1692600
DL,MSP,ISN,2018-11-01,2018,11,58,2900,1583400
DL,MSP,ISN,2018-12-01,2018,12,58,2900,1583400
DL,MSP,JAC,2018-01-01,2018,1,8,1056,920832
DL,MSP,JAC,2018-02-01,2018,2,8,1056,920832
DL,MSP,JAC,2018-03-01,2018,3,14,1848,1611456
DL,MSP,JAC,2018-06-01,2018,6,5,660,575520
DL,MSP,JAC,2018-07-01,2018,7,33,4356,3798432
DL,MSP,JAC,2018-08-01,2018,8,28,3696,3222912
DL,MSP,JAC,2018-09-01,2018,9,4,528,460416
DL,MSP,JAC,2018-12-01,2018,12,10,1320,1151040
DL,MSP,JAX,2018-01-01,2018,1,2,316,370984
DL,MSP,JAX,2018-03-01,2018,3,4,304,356896
DL,MSP,JAX,2018-04-01,2018,4,16,1216,1427584
DL,MSP,JAX,2018-05-01,2018,5,26,1976,2319824
DL,MSP,JAX,2018-06-01,2018,6,29,4090,4801660
DL,MSP,JAX,2018-07-01,2018,7,25,3950,4637300
DL,MSP,JAX,2018-08-01,2018,8,29,4582,5379268
DL,MSP,JAX,2018-09-01,2018,9,29,4503,5286522
DL,MSP,JAX,2018-10-01,2018,10,26,4108,4822792
DL,MSP,JAX,2018-11-01,2018,11,21,3266,3834284
DL,MSP,JAX,2018-12-01,2018,12,21,3006,3529044
DL,MSP,JFK,2018-01-01,2018,1,117,12443,12791404
DL,MSP,JFK,2018-02-01,2018,2,105,11606,11930968
DL,MSP,JFK,2018-03-01,2018,3,121,14616,15025248
DL,MSP,JFK,2018-04-01,2018,4,116,13814,14200792
DL,MSP,JFK,2018-05-01,2018,5,118,15003,15423084
DL,MSP,JFK,2018-06-01,2018,6,119,15443,15875404
DL,MSP,JFK,2018-07-01,2018,7,119,15821,16263988
DL,MSP,JFK,2018-08-01,2018,8,124,16511,16973308
DL,MSP,JFK,2018-09-01,2018,9,120,14520,14926560
DL,MSP,JFK,2018-10-01,2018,10,122,17459,17947852
DL,MSP,JFK,2018-11-01,2018,11,118,15995,16442860
DL,MSP,JFK,2018-12-01,2018,12,118,16450,16910600
DL,MSP,KEF,2018-05-01,2018,5,8,1544,4545536
DL,MSP,KEF,2018-06-01,2018,6,30,5790,17045760
DL,MSP,KEF,2018-07-01,2018,7,31,6025,17737600
DL,MSP,KEF,2018-08-01,2018,8,31,6061,17843584
DL,MSP,KEF,2018-09-01,2018,9,3,585,1722240
DL,MSP,LAN,2018-01-01,2018,1,52,2600,1183000
DL,MSP,LAN,2018-02-01,2018,2,47,2350,1069250
DL,MSP,LAN,2018-03-01,2018,3,87,4350,1979250
DL,MSP,LAN,2018-04-01,2018,4,82,4100,1865500
DL,MSP,LAN,2018-05-01,2018,5,82,4100,1865500
DL,MSP,LAN,2018-06-01,2018,6,74,3700,1683500
DL,MSP,LAN,2018-07-01,2018,7,82,4100,1865500
DL,MSP,LAN,2018-08-01,2018,8,89,4450,2024750
DL,MSP,LAN,2018-09-01,2018,9,80,4000,1820000
DL,MSP,LAN,2018-10-01,2018,10,85,4250,1933750
DL,MSP,LAN,2018-11-01,2018,11,52,2600,1183000
DL,MSP,LAN,2018-12-01,2018,12,32,1600,728000
DL,MSP,LAS,2018-01-01,2018,1,165,28931,37610300
DL,MSP,LAS,2018-02-01,2018,2,151,25990,33787000
DL,MSP,LAS,2018-03-01,2018,3,205,40196,52254800
DL,MSP,LAS,2018-04-01,2018,4,196,34503,44853900
DL,MSP,LAS,2018-05-01,2018,5,195,34721,45137300
DL,MSP,LAS,2018-06-01,2018,6,197,34160,44408000
DL,MSP,LAS,2018-07-01,2018,7,200,34152,44397600
DL,MSP,LAS,2018-08-01,2018,8,207,35681,46385300
DL,MSP,LAS,2018-09-01,2018,9,177,30852,40107600
DL,MSP,LAS,2018-10-01,2018,10,180,31880,41444000
DL,MSP,LAS,2018-11-01,2018,11,150,26192,34049600
DL,MSP,LAS,2018-12-01,2018,12,155,26568,34538400
DL,MSP,LAX,2018-01-01,2018,1,186,35664,54779904
DL,MSP,LAX,2018-02-01,2018,2,176,34313,52704768
DL,MSP,LAX,2018-03-01,2018,3,231,43092,66189312
DL,MSP,LAX,2018-04-01,2018,4,227,44174,67851264
DL,MSP,LAX,2018-05-01,2018,5,230,43290,66493440
DL,MSP,LAX,2018-06-01,2018,6,230,46650,71654400
DL,MSP,LAX,2018-07-01,2018,7,248,49910,76661760
DL,MSP,LAX,2018-08-01,2018,8,241,48646,74720256
DL,MSP,LAX,2018-09-01,2018,9,200,39052,59983872
DL,MSP,LAX,2018-10-01,2018,10,201,40521,62240256
DL,MSP,LAX,2018-11-01,2018,11,181,36702,56374272
DL,MSP,LAX,2018-12-01,2018,12,188,37232,57188352
DL,MSP,LEX,2018-01-01,2018,1,2,145,94250
DL,MSP,LEX,2018-04-01,2018,4,28,1932,1255800
DL,MSP,LEX,2018-05-01,2018,5,31,2139,1390350
DL,MSP,LEX,2018-06-01,2018,6,30,2091,1359150
DL,MSP,LEX,2018-07-01,2018,7,25,1725,1121250
DL,MSP,LEX,2018-08-01,2018,8,29,2001,1300650
DL,MSP,LEX,2018-09-01,2018,9,24,1824,1185600
DL,MSP,LEX,2018-10-01,2018,10,26,1976,1284400
DL,MSP,LEX,2018-11-01,2018,11,24,1824,1185600
DL,MSP,LEX,2018-12-01,2018,12,25,1900,1235000
DL,MSP,LGA,2018-01-01,2018,1,189,27576,28127520
DL,MSP,LGA,2018-02-01,2018,2,177,25846,26362920
DL,MSP,LGA,2018-03-01,2018,3,198,28499,29068980
DL,MSP,LGA,2018-04-01,2018,4,192,29880,30477600
DL,MSP,LGA,2018-05-01,2018,5,198,29453,30042060
DL,MSP,LGA,2018-06-01,2018,6,196,28461,29030220
DL,MSP,LGA,2018-07-01,2018,7,194,27515,28065300
DL,MSP,LGA,2018-08-01,2018,8,205,29843,30439860
DL,MSP,LGA,2018-09-01,2018,9,191,29326,29912520
DL,MSP,LGA,2018-10-01,2018,10,195,30910,31528200
DL,MSP,LGA,2018-11-01,2018,11,192,30734,31348680
DL,MSP,LGA,2018-12-01,2018,12,193,29801,30397020
DL,MSP,LHR,2018-01-01,2018,1,28,5908,23720620
DL,MSP,LHR,2018-02-01,2018,2,27,5697,22873455
DL,MSP,LHR,2018-03-01,2018,3,30,6435,25836525
DL,MSP,LHR,2018-04-01,2018,4,30,6330,25414950
DL,MSP,LHR,2018-05-01,2018,5,31,6541,26262115
DL,MSP,LHR,2018-06-01,2018,6,30,6330,25414950
DL,MSP,LHR,2018-07-01,2018,7,31,6541,26262115
DL,MSP,LHR,2018-08-01,2018,8,31,6541,26262115
DL,MSP,LHR,2018-09-01,2018,9,30,6330,25414950
DL,MSP,LHR,2018-10-01,2018,10,31,6616,26563240
DL,MSP,LHR,2018-11-01,2018,11,28,6328,25406920
DL,MSP,LHR,2018-12-01,2018,12,30,6780,27221700
DL,MSP,LIR,2018-01-01,2018,1,13,2140,5148840
DL,MSP,LIR,2018-02-01,2018,2,12,1920,4619520
DL,MSP,LIR,2018-03-01,2018,3,14,2500,6015000
DL,MSP,LIR,2018-12-01,2018,12,7,1160,2790960
DL,MSP,LNK,2018-01-01,2018,1,85,4250,1406750
DL,MSP,LNK,2018-02-01,2018,2,76,3800,1257800
DL,MSP,LNK,2018-03-01,2018,3,88,4400,1456400
DL,MSP,LNK,2018-04-01,2018,4,86,4300,1423300
DL,MSP,LNK,2018-05-01,2018,5,87,4350,1439850
DL,MSP,LNK,2018-06-01,2018,6,85,4250,1406750
DL,MSP,LNK,2018-07-01,2018,7,87,4350,1439850
DL,MSP,LNK,2018-08-01,2018,8,89,4450,1472950
DL,MSP,LNK,2018-09-01,2018,9,83,4150,1373650
DL,MSP,LNK,2018-10-01,2018,10,85,4250,1406750
DL,MSP,LNK,2018-11-01,2018,11,85,4250,1406750
DL,MSP,LNK,2018-12-01,2018,12,74,3700,1224700
DL,MSP,LSE,2018-01-01,2018,1,63,3150,378000
DL,MSP,LSE,2018-02-01,2018,2,67,3350,402000
DL,MSP,LSE,2018-03-01,2018,3,88,4400,528000
DL,MSP,LSE,2018-04-01,2018,4,86,4300,516000
DL,MSP,LSE,2018-05-01,2018,5,87,4350,522000
DL,MSP,LSE,2018-06-01,2018,6,85,4250,510000
DL,MSP,LSE,2018-07-01,2018,7,82,4100,492000
DL,MSP,LSE,2018-08-01,2018,8,89,4450,534000
DL,MSP,LSE,2018-09-01,2018,9,85,4250,510000
DL,MSP,LSE,2018-10-01,2018,10,89,4450,534000
DL,MSP,LSE,2018-11-01,2018,11,85,4250,510000
DL,MSP,LSE,2018-12-01,2018,12,87,4350,522000
DL,MSP,MBJ,2018-01-01,2018,1,23,3680,7437280
DL,MSP,MBJ,2018-02-01,2018,2,20,3200,6467200
DL,MSP,MBJ,2018-03-01,2018,3,23,3680,7437280
DL,MSP,MBJ,2018-04-01,2018,4,1,160,323360
DL,MSP,MBJ,2018-12-01,2018,12,12,1920,3880320
DL,MSP,MBS,2018-01-01,2018,1,25,1250,578750
DL,MSP,MBS,2018-02-01,2018,2,22,1100,509300
DL,MSP,MBS,2018-03-01,2018,3,26,1300,601900
DL,MSP,MBS,2018-04-01,2018,4,26,1300,601900
DL,MSP,MBS,2018-05-01,2018,5,26,1300,601900
DL,MSP,MBS,2018-06-01,2018,6,25,1250,578750
DL,MSP,MBS,2018-07-01,2018,7,24,1200,555600
DL,MSP,MBS,2018-08-01,2018,8,27,1350,625050
DL,MSP,MBS,2018-09-01,2018,9,25,1250,578750
DL,MSP,MBS,2018-10-01,2018,10,27,1350,625050
DL,MSP,MBS,2018-11-01,2018,11,26,1300,601900
DL,MSP,MBS,2018-12-01,2018,12,17,850,393550
DL,MSP,MCI,2018-01-01,2018,1,144,16928,6669632
DL,MSP,MCI,2018-02-01,2018,2,133,14289,5629866
DL,MSP,MCI,2018-03-01,2018,3,166,20064,7905216
DL,MSP,MCI,2018-04-01,2018,4,163,21956,8650664
DL,MSP,MCI,2018-05-01,2018,5,166,22932,9035208
DL,MSP,MCI,2018-06-01,2018,6,161,22916,9028904
DL,MSP,MCI,2018-07-01,2018,7,156,21608,8513552
DL,MSP,MCI,2018-08-01,2018,8,170,25103,9890582
DL,MSP,MCI,2018-09-01,2018,9,148,21166,8339404
DL,MSP,MCI,2018-10-01,2018,10,162,21918,8635692
DL,MSP,MCI,2018-11-01,2018,11,150,20811,8199534
DL,MSP,MCI,2018-12-01,2018,12,145,17061,6722034
DL,MSP,MCO,2018-01-01,2018,1,152,35230,46151300
DL,MSP,MCO,2018-02-01,2018,2,142,33554,43955740
DL,MSP,MCO,2018-03-01,2018,3,169,39538,51794780
DL,MSP,MCO,2018-04-01,2018,4,124,27257,35706670
DL,MSP,MCO,2018-05-01,2018,5,122,27387,35876970
DL,MSP,MCO,2018-06-01,2018,6,120,24903,32622930
DL,MSP,MCO,2018-07-01,2018,7,117,23642,30971020
DL,MSP,MCO,2018-08-01,2018,8,101,20378,26695180
DL,MSP,MCO,2018-09-01,2018,9,89,17434,22838540
DL,MSP,MCO,2018-10-01,2018,10,93,17880,23422800
DL,MSP,MCO,2018-11-01,2018,11,112,23217,30414270
DL,MSP,MCO,2018-12-01,2018,12,149,32527,42610370
DL,MSP,MDW,2018-01-01,2018,1,160,11039,3852611
DL,MSP,MDW,2018-02-01,2018,2,155,10695,3732555
DL,MSP,MDW,2018-03-01,2018,3,197,13593,4743957
DL,MSP,MDW,2018-04-01,2018,4,189,13041,4551309
DL,MSP,MDW,2018-05-01,2018,5,195,13455,4695795
DL,MSP,MDW,2018-06-01,2018,6,191,13179,4599471
DL,MSP,MDW,2018-07-01,2018,7,182,12558,4382742
DL,MSP,MDW,2018-08-01,2018,8,201,13869,4840281
DL,MSP,MDW,2018-09-01,2018,9,177,12213,4262337
DL,MSP,MDW,2018-10-01,2018,10,193,13317,4647633
DL,MSP,MDW,2018-11-01,2018,11,179,12352,4310848
DL,MSP,MDW,2018-12-01,2018,12,172,11869,4142281
DL,MSP,MEM,2018-01-01,2018,1,73,7026,4918200
DL,MSP,MEM,2018-02-01,2018,2,64,6020,4214000
DL,MSP,MEM,2018-03-01,2018,3,83,6049,4234300
DL,MSP,MEM,2018-04-01,2018,4,82,8417,5891900
DL,MSP,MEM,2018-05-01,2018,5,89,8826,6178200
DL,MSP,MEM,2018-06-01,2018,6,90,8686,6080200
DL,MSP,MEM,2018-07-01,2018,7,87,7382,5167400
DL,MSP,MEM,2018-08-01,2018,8,92,7826,5478200
DL,MSP,MEM,2018-09-01,2018,9,84,9566,6696200
DL,MSP,MEM,2018-10-01,2018,10,85,9808,6865600
DL,MSP,MEM,2018-11-01,2018,11,76,7396,5177200
DL,MSP,MEM,2018-12-01,2018,12,83,7876,5513200
DL,MSP,MIA,2018-01-01,2018,1,61,9637,14465137
DL,MSP,MIA,2018-02-01,2018,2,56,8870,13313870
DL,MSP,MIA,2018-03-01,2018,3,62,9796,14703796
DL,MSP,MIA,2018-04-01,2018,4,60,8808,13220808
DL,MSP,MIA,2018-05-01,2018,5,60,8028,12050028
DL,MSP,MIA,2018-06-01,2018,6,60,8194,12299194
DL,MSP,MIA,2018-07-01,2018,7,57,7608,11419608
DL,MSP,MIA,2018-08-01,2018,8,58,7706,11566706
DL,MSP,MIA,2018-09-01,2018,9,45,5940,8915940
DL,MSP,MIA,2018-10-01,2018,10,50,6600,9906600
DL,MSP,MIA,2018-11-01,2018,11,45,6240,9366240
DL,MSP,MIA,2018-12-01,2018,12,56,8809,13222309
DL,MSP,MKE,2018-01-01,2018,1,155,23970,7119090
DL,MSP,MKE,2018-02-01,2018,2,146,22496,6681312
DL,MSP,MKE,2018-03-01,2018,3,167,25746,7646562
DL,MSP,MKE,2018-04-01,2018,4,163,25682,7627554
DL,MSP,MKE,2018-05-01,2018,5,167,25408,7546176
DL,MSP,MKE,2018-06-01,2018,6,165,24508,7278876
DL,MSP,MKE,2018-07-01,2018,7,164,24277,7210269
DL,MSP,MKE,2018-08-01,2018,8,172,26774,7951878
DL,MSP,MKE,2018-09-01,2018,9,148,24940,7407180
DL,MSP,MKE,2018-10-01,2018,10,165,26843,7972371
DL,MSP,MKE,2018-11-01,2018,11,152,21463,6374511
DL,MSP,MKE,2018-12-01,2018,12,158,23940,7110180
DL,MSP,MLI,2018-01-01,2018,1,27,1350,369900
DL,MSP,MLI,2018-02-01,2018,2,24,1200,328800
DL,MSP,MLI,2018-03-01,2018,3,54,2700,739800
DL,MSP,MLI,2018-04-01,2018,4,32,1600,438400
DL,MSP,MLI,2018-05-01,2018,5,31,1550,424700
DL,MSP,MLI,2018-06-01,2018,6,46,2300,630200
DL,MSP,MLI,2018-07-01,2018,7,45,2250,616500
DL,MSP,MLI,2018-08-01,2018,8,55,2750,753500
DL,MSP,MLI,2018-09-01,2018,9,55,2750,753500
DL,MSP,MLI,2018-10-01,2018,10,58,2900,794600
DL,MSP,MLI,2018-11-01,2018,11,32,1600,438400
DL,MSP,MLI,2018-12-01,2018,12,31,1550,424700
DL,MSP,MOT,2018-01-01,2018,1,114,6993,3139857
DL,MSP,MOT,2018-02-01,2018,2,106,6639,2980911
DL,MSP,MOT,2018-03-01,2018,3,143,7935,3562815
DL,MSP,MOT,2018-04-01,2018,4,142,7880,3538120
DL,MSP,MOT,2018-05-01,2018,5,145,8784,3944016
DL,MSP,MOT,2018-06-01,2018,6,142,9202,4131698
DL,MSP,MOT,2018-07-01,2018,7,170,9921,4454529
DL,MSP,MOT,2018-08-01,2018,8,154,8996,4039204
DL,MSP,MOT,2018-09-01,2018,9,130,7280,3268720
DL,MSP,MOT,2018-10-01,2018,10,140,7650,3434850
DL,MSP,MOT,2018-11-01,2018,11,131,7330,3291170
DL,MSP,MOT,2018-12-01,2018,12,143,8162,3664738
DL,MSP,MQT,2018-01-01,2018,1,31,1550,458800
DL,MSP,MQT,2018-02-01,2018,2,28,1400,414400
DL,MSP,MQT,2018-03-01,2018,3,31,1550,458800
DL,MSP,MQT,2018-04-01,2018,4,30,1500,444000
DL,MSP,MQT,2018-05-01,2018,5,30,1500,444000
DL,MSP,MQT,2018-06-01,2018,6,30,1500,444000
DL,MSP,MQT,2018-07-01,2018,7,30,1500,444000
DL,MSP,MQT,2018-08-01,2018,8,28,1400,414400
DL,MSP,MQT,2018-09-01,2018,9,30,1500,444000
DL,MSP,MQT,2018-10-01,2018,10,31,1550,458800
DL,MSP,MQT,2018-11-01,2018,11,30,1500,444000
DL,MSP,MQT,2018-12-01,2018,12,31,1550,458800
DL,MSP,MSN,2018-01-01,2018,1,130,14326,3266328
DL,MSP,MSN,2018-02-01,2018,2,123,13003,2964684
DL,MSP,MSN,2018-03-01,2018,3,141,16456,3751968
DL,MSP,MSN,2018-04-01,2018,4,137,17396,3966288
DL,MSP,MSN,2018-05-01,2018,5,161,16675,3801900
DL,MSP,MSN,2018-06-01,2018,6,164,16518,3766104
DL,MSP,MSN,2018-07-01,2018,7,158,17097,3898116
DL,MSP,MSN,2018-08-01,2018,8,174,18791,4284348
DL,MSP,MSN,2018-09-01,2018,9,151,15376,3505728
DL,MSP,MSN,2018-10-01,2018,10,171,16286,3713208
DL,MSP,MSN,2018-11-01,2018,11,152,14735,3359580
DL,MSP,MSN,2018-12-01,2018,12,138,14704,3352512
DL,MSP,MSO,2018-01-01,2018,1,24,3700,3748100
DL,MSP,MSO,2018-02-01,2018,2,20,3200,3241600
DL,MSP,MSO,2018-03-01,2018,3,31,4960,5024480
DL,MSP,MSO,2018-04-01,2018,4,30,4719,4780347
DL,MSP,MSO,2018-05-01,2018,5,53,6629,6715177
DL,MSP,MSO,2018-06-01,2018,6,60,8113,8218469
DL,MSP,MSO,2018-07-01,2018,7,61,9527,9650851
DL,MSP,MSO,2018-08-01,2018,8,62,9752,9878776
DL,MSP,MSO,2018-09-01,2018,9,58,6838,6926894
DL,MSP,MSO,2018-10-01,2018,10,56,6767,6854971
DL,MSP,MSO,2018-11-01,2018,11,51,6225,6305925
DL,MSP,MSO,2018-12-01,2018,12,40,6005,6083065
DL,MSP,MSY,2018-01-01,2018,1,31,4145,4310800
DL,MSP,MSY,2018-02-01,2018,2,32,4328,4501120
DL,MSP,MSY,2018-03-01,2018,3,44,6986,7265440
DL,MSP,MSY,2018-04-01,2018,4,31,4958,5156320
DL,MSP,MSY,2018-05-01,2018,5,31,4960,5158400
DL,MSP,MSY,2018-06-01,2018,6,30,4839,5032560
DL,MSP,MSY,2018-07-01,2018,7,31,4999,5198960
DL,MSP,MSY,2018-08-01,2018,8,29,4640,4825600
DL,MSP,MSY,2018-09-01,2018,9,25,4000,4160000
DL,MSP,MSY,2018-10-01,2018,10,31,4960,5158400
DL,MSP,MSY,2018-11-01,2018,11,30,4772,4962880
DL,MSP,MSY,2018-12-01,2018,12,31,4933,5130320
DL,MSP,MZT,2018-01-01,2018,1,11,1748,2917412
DL,MSP,MZT,2018-02-01,2018,2,12,1914,3194466
DL,MSP,MZT,2018-03-01,2018,3,18,2865,4781685
DL,MSP,MZT,2018-04-01,2018,4,1,160,267040
DL,MSP,MZT,2018-12-01,2018,12,2,264,440616
DL,MSP,NAS,2018-01-01,2018,1,3,396,644292
DL,MSP,NAS,2018-02-01,2018,2,4,581,945287
DL,MSP,NAS,2018-03-01,2018,3,5,785,1277195
DL,MSP,NAS,2018-04-01,2018,4,4,640,1041280
DL,MSP,NAS,2018-12-01,2018,12,2,264,429528
DL,MSP,OKC,2018-01-01,2018,1,31,2153,1496335
DL,MSP,OKC,2018-02-01,2018,2,28,1932,1342740
DL,MSP,OKC,2018-03-01,2018,3,55,3795,2637525
DL,MSP,OKC,2018-04-01,2018,4,56,3864,2685480
DL,MSP,OKC,2018-05-01,2018,5,57,3933,2733435
DL,MSP,OKC,2018-06-01,2018,6,78,5655,3930225
DL,MSP,OKC,2018-07-01,2018,7,85,5928,4119960
DL,MSP,OKC,2018-08-01,2018,8,82,5840,4058800
DL,MSP,OKC,2018-09-01,2018,9,69,4761,3308895
DL,MSP,OKC,2018-10-01,2018,10,73,5058,3515310
DL,MSP,OKC,2018-11-01,2018,11,64,4480,3113600
DL,MSP,OKC,2018-12-01,2018,12,49,3516,2443620
DL,MSP,OMA,2018-01-01,2018,1,158,13428,3786696
DL,MSP,OMA,2018-02-01,2018,2,141,11841,3339162
DL,MSP,OMA,2018-03-01,2018,3,170,14449,4074618
DL,MSP,OMA,2018-04-01,2018,4,167,15199,4286118
DL,MSP,OMA,2018-05-01,2018,5,171,14221,4010322
DL,MSP,OMA,2018-06-01,2018,6,187,16233,4577706
DL,MSP,OMA,2018-07-01,2018,7,186,15438,4353516
DL,MSP,OMA,2018-08-01,2018,8,201,16687,4705734
DL,MSP,OMA,2018-09-01,2018,9,177,16850,4751700
DL,MSP,OMA,2018-10-01,2018,10,165,16223,4574886
DL,MSP,OMA,2018-11-01,2018,11,155,13017,3670794
DL,MSP,OMA,2018-12-01,2018,12,156,13187,3718734
DL,MSP,ORD,2018-01-01,2018,1,188,21014,7018676
